"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/7/21","2","DSCN2755","3","1229","0.486544831","36.84900169","GZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","5845","5854","1","1","","","","","","","","","","","","0.002748088","GZ","2021","6","7","12","29","Eland","","","2","260503","54115","MB","MB","MB","9.82126537158881e-06","1.0237530252338e-05","0.318922519683838","0.750861259004071","","","","","","","","","","GZ26"
"6/7/21","2","DSCN2758","1","1318","0.481563793","36.84589527","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Pennisetum stramineum","","medium","5855","5867","8","","8","","","","","","","","","","","0.001913612","GZ","2021","6","7","13","18","","","","3","260156.9251","53564.16555","MB","MB","MB","2.1806333288926e-05","2.27915501362343e-05","","","","","","","","","","","","GZ28"
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","PZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","14","2","","3","2","3","","1","","1","1","","","0.001412465","PZ","2021","6","8","9","51","Giraffe","","","4","259575.8635","49783.52391","OG","OG","OG","3.49993572922331e-08","4.04075101731768e-08","","","","","","","","","","","","PZ30"
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","GZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","3","","1","2","","","","","","","","","","0.001412465","GZ","2021","6","8","9","51","Giraffe","","","4","259575.8635","49783.52391","OG","OG","OG","3.49993572922331e-08","4.04075101731768e-08","","","","","","","","","","","","GZ29"
"6/8/21","1","DSCN6080","2","1025","0.460881632","36.83240176","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Chloris roxburghiana","Cynodon nlemfuensis","Pennisetum mezzianum","medium","5925","5945","9","1","","","3","2","","","1","2","","","","0.010350338","PZ","2021","6","8","10","25","Impala","","","4","258653.6987","51277","OG","OG","OG","2.62689873788848e-07","4.03586646959118e-07","","","","","","","","","","","","PZ31"
"6/8/21","1","DSCN6080","3","1051","0.478885207","36.84279846","GZ","0","full","medium","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","open grassland","5946","5959","4","","","","2","","","","1","","1","","","0.001658872","GZ","2021","6","8","10","51","","","","4","259812","53268","MB","MB","MB","6.87660491253972e-06","6.9210461814566e-06","","","","","","","","","","","","GZ30"
"6/8/21","1","DSCN6081","1","1106","0.451053681","36.84328489","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon dactylon","Cymbopogon pospischilii","medium","5960","5974","6","1","","1","2","","","","","2","","","","0.001200745","PZ","2021","6","8","11","6","Warthog","","","4","259865.2182","50189.57234","OG","OG","OG","4.62667124576216e-08","7.21852685869641e-08","","","","","","","","","","","","PZ32"
"6/8/21","1","DSCN6081","2","1126","0.46289419","36.85023041","PZ","0","full","medium","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","5975","5991","7","1","","","1","3","","1","","","1","","Rongai Area","0.00150256","PZ","2021","6","8","11","26","Elephant","","","4","260639","51499","OG","OG","OG","3.65393120583518e-06","3.9874592753821e-06","","","","","","","","","","","","PZ33"
"6/8/21","1","DSCN6081","3","1136","0.469643126","36.85229486","PZ","0","full","light","no rain","Resting","belly","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","","5992","6017","6","1","","1","2","","","","1","","1","","","0.002187602","PZ","2021","6","8","11","36","","","","4","260869.1052","52245.41697","OG","OG","OG","3.2909605893281e-06","3.349880853013e-06","","","","","","","","","","","","PZ34"
"6/8/21","1","DSCN6082","1","1142","0.46977749","36.8540047","PZ","0","full","medium","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","medium","6018","6074","14","","","","","","","1","","","","","","0.003812961","PZ","2021","6","8","11","42","Eland","","","4","261059.5","52260.21985","OG","OG","OG","1.11820223347141e-07","1.29472765858622e-07","","","","","","","","","","","","PZ35"
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","4","","","","","","","","","","","","","0.005711959","PZ","2021","6","9","9","52","","","","4","261496.1384","52275.02684","OG","OG","OG","3.28973903883252e-08","5.77059897314312e-08","","","1947.49471016528","","","3255.68441409342","350","","","","","PZ36"
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","12","","4","4","","2","","2","","","","","","0.005711959","GZ","2021","6","9","9","52","","","","4","261496.1384","52275.02684","OG","OG","OG","3.28973903883252e-08","5.77059897314312e-08","","","1947.49471016528","","","3255.68441409342","350","","","","","GZ31"
"6/9/21","2","DSCN6198","2","1009","0.478847062","36.86111532","GZ","0","full","medium","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Chloris roxburghiana","Pennisetum mezzianum","Pennisetum stramineum","light","6107","6123","1","","","1","","","","","","","","","","0.001730443","GZ","2021","6","9","10","9","Elephant","","","4","261851.5746","53263.13785","OG","LB","LB","1.4744232478139e-06","1.78908765937997e-06","0.280932456254959","0.6720045753503","1847.81398000107","","","2412.80458984382","350","","","","","GZ32"
"6/9/21","2","DSCN6198","3","1019","0.496834321","36.85184016","GZ","0","full","medium","no rain","Grazing","","","Cynodon plectostachyus","Eragrostis tenuifolia","Eragrostis superba","Pennisetum stramineum","light","6124","6134","3","1","","1","","","","1","","","","","","0.00357756","GZ","2021","6","9","10","19","Eland","","","4","260819.4308","55253","LB","LB","LB","4.34345913311643e-08","6.55856903445745e-08","","","227.462008448281","350","1.53871849803624","1875.73196408352","","","","","","GZ33"
"6/9/21","2","DSCN6199","1","1040","0.497810044","36.84302495","GZ","0","full","light","no rain","Grazing","hoof","green","Cenchrus ciliaris","Cynodon nlemfuensis","Cynodon plectostachyus","Chloris virgata","light","6135","6186","16","","","2","6","","1","1","1","3","2","","","0.000992661","GZ","2021","6","9","10","40","Impala","","","4","259837.8963","55361.24524","OG","OG","OG","1.25087035971146e-06","1.41963383661095e-06","","","1048.76139721717","350","0.333727004949527","1818.02823779468","","","","","","GZ34"
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","6187","6197","1","1","","","","","","","","","","","","0.004425795","GZ","2021","6","9","11","1","","","","4","260880.79","55472.02971","MB","MB","MB","2.64417635713494e-08","6.10794990663072e-08","","","0","350","3.5e+12","2100.49560535879","","","","","","GZ35"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","PZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","16","","","","","","","","","","","","","0.004765989","PZ","2021","6","10","10","59","Eland","","","4","260960.6462","55226","LB","LB","LB","2.21683424241303e-08","6.59937914395734e-08","","","910.033675252053","200","0.219772086944567","","","","","","","PZ37"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","GZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","1","1","","","","","","","","","","","","0.004765989","GZ","2021","6","10","10","59","Eland","","","4","260960.6462","55226","LB","LB","LB","2.21683424241303e-08","6.59937914395734e-08","","","910.033675252053","200","0.219772086944567","","","","","","","GZ36"
"6/10/21","2","DSCN6458","3","1131","0.502432442","36.84585911","GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Aristida adscensionis","Cynodon dactylon","Pennisetum mezzianum","light","6283","6373","18","1","","5","2","5","","3","","1","1","","","0.000582027","GZ","2021","6","10","11","31","Elephant"," Impala","","4","260153.6486","55872.41831","LB","MB","LB","2.56960752301687e-08","6.5639742156985e-08","","","1934.79890420925","200","0.10336991589404","","","","","","","GZ37"
"6/10/21","2","DSCN6459","1","1213","0.472681757","36.86037898","PZ","0","part","light","no rain","Standing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Pennisetum mezzianum","","open grassland","6374","6409","9","","9","","","","","","","","","","","0.002563284","PZ","2021","6","10","12","13","","","","3","261769.3717","52581.23454","LB","MB","MB","1.59481018945902e-06","1.87898904382874e-06","","","1961.53861303226","200","0.101960776439072","","","","","","","PZ38"
"6/14/21","2","DSCN3240","1","1028","0.490336834","36.85639804","PZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum stramineum","","light","6537","6559","3","","3","","","","","","","","","","","0.005783007","PZ","2021","6","14","10","28","","","","3","261326.714","54534.16146","MB","MB","MB","3.38615000148479e-08","7.54259800631868e-08","0.359663873910904","0.732625813077713","1532.63733710041","160","0.104395212178957","","","","","","","PZ49"
"6/14/21","2","DSCN3240","2","1050","0.498643185","36.85111727","GZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","","open grassland","6560","6568","2","","","","1","","","","","1","","","","0.003141403","GZ","2021","6","14","10","50","Eland","","","3","260739.0039","55453.10151","MB","MB","MB","4.58972896811991e-08","6.37388142196089e-08","0.352843374013901","0.693826837562124","463.406516655458","160","0.345269205868603","","","","","","","GZ47"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","13","","2","3","1","3","","3","1","","","","","0.004865271","GZ","2021","6","14","11","6","","","","3","261043.0277","55547.11348","MB","MB","MB","4.46828704545216e-08","6.86229214695348e-08","0.348412692546844","0.681465383421298","700.533074197983","160","0.228397495982835","","","","","","","GZ48"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","25","","","","","","","","","","","","","0.004865271","PZ","2021","6","14","11","6","","","","3","261043.0277","55547.11348","MB","MB","MB","4.46828704545216e-08","6.86229214695348e-08","0.348412692546844","0.681465383421298","700.533074197983","160","0.228397495982835","","","","","","","PZ50"
"6/14/21","2","DSCN3241","2","1151","0.484150921","36.84095579","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Chloris roxburghiana","medium","6660","6666","3","","","","1","1","","","","","1","","","0.001311361","PZ","2021","6","14","11","51","","","","4","259607.0045","53850.5","MB","MB","MB","8.10999675929792e-08","8.53030726515823e-08","0.302590012550354","0.85750089509488","2025.88512479078","160","0.078977824577549","","","","","","","PZ51"
"6/14/21","2","DSCN3241","3","1203","0.49978708","36.84819117","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","6667","6675","4","","","","","","1","3","","","","","","0.000581843","GZ","2021","6","14","12","3","","","","4","260413.2259","55579.73293","MB","MB","MB","4.32318844949958e-08","7.14808421937115e-08","0.349444806575775","0.701547338054026","156.107194064843","160","1.02493674912533","","","","","","","GZ49"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","14","1","","5","1","4","","2","","","1","","","0.003365167","GZ","2021","6","14","12","23","","","","2","261221.5682","56096.76196","MB","MB","MB","2.90094805436059e-08","6.20930986511912e-08","0.361167699098587","0.703331570597567","931.001429488914","160","0.171857953094462","","","","","","","GZ50"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","13","1","","","3","1","","","","","2","1","","0.003365167","PZ","2021","6","14","12","23","","","","2","261221.5682","56096.76196","MB","MB","MB","2.90094805436059e-08","6.20930986511912e-08","0.361167699098587","0.703331570597567","931.001429488914","160","0.171857953094462","","","","","","","PZ52"
"6/14/21","2","DSCN3242","2","1250","0.485098745","36.85043008","GZ","0","full","light","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","","","","open grassland","6735","6743","1","","","1","","","","","","","","","","0.003133166","GZ","2021","6","14","12","50","","","","1","260662","53955","MB","MB","MB","2.66190214218926e-05","2.70448242546693e-05","","","1798.11963526329","160","0.0889818435115208","","","","","","","GZ51"
"6/15/21","2","DSCN6973","2","934","0.482810944","36.85981999","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","Eragrostis tenuifolia","light","6744","6761","6","1","","","2","1","","","","","1","1","","0.004989657","PZ","2021","6","15","9","34","Eland"," Giraffe","","4","261707.4788","53701.61844","LB","LB","LB","4.25824049325535e-06","4.62751892428479e-06","","","570.726740523338","300","0.525645600072738","1644.62845223509","220","","","","","PZ53"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","GZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","5","","5","","","","","","","","","","","0.003325998","GZ","2021","6","15","9","56","Impala","","","4","260786.5673","55270.03733","LB","LB","LB","3.83383533833621e-08","4.19272340506581e-08","0.333778828382492","0.643022657054583","359.492441603131","150","0.417254947923366","1418.22719042523","220","","","","","GZ52"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","PZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","47","","","","","","","","","","","","","0.003325998","PZ","2021","6","15","9","56","Impala","","","4","260786.5673","55270.03733","LB","LB","LB","3.83383533833621e-08","4.19272340506581e-08","0.333778828382492","0.643022657054583","359.492441603131","150","0.417254947923366","1418.22719042523","220","","","","","PZ54"
"6/15/21","2","DSCN6974","1","1013","0.495705957","36.84342744","GZ","0","full","light","no rain","Walking","belly","green with some brown","Chloris roxburghiana","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","medium","6875","6877","2","","2","","","","","","","","","","","0.000438568","GZ","2021","6","15","10","13","Impala","","","4","259882.6366","55128.5","LB","LB","MB","3.34191765440978e-06","3.38119516618506e-06","0.329873114824295","0.610915304923636","723.86144997177","150","0.207221975981494","1117.91253910223","220","","","","","GZ53"
"6/15/21","2","DSCN6974","3","1045","0.493172361","36.84788146","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","Eragrostis tenuifolia","medium","6878","6905","11","","1","1","1","1","1","1","","","","","","0.000794678","PZ","2021","6","15","10","45","","","","4","260378.5","54848.10065","LB","LB","LB","1.93650434376906e-08","7.88964209473384e-08","0.317535549402237","0.616791456978029","659.944324454314","150","0.227291900909986","864.321351259155","220","","","","","PZ55"
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","13","","","6","1","2","3","","","1","","","","0.001112832","GZ","2021","6","15","11","4","","","","4","260506.5648","55495.5","LB","LB","LB","3.47745622346874e-08","5.37569434360572e-08","0.342447906732559","0.661552006036976","0","150","1.5e+12","1520.73392086343","220","","","","","GZ54"
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","Cattle","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","150","","","","","","","","","","","","","0.001112832","Cattle","2021","6","15","11","4","","","","4","260506.5648","55495.5","LB","LB","LB","3.47745622346874e-08","5.37569434360572e-08","0.342447906732559","0.661552006036976","","","","","","","","","","CT12"
"6/15/21","2","DSCN6975","2","1115","0.49365844","36.85341138","GZ","0","full","medium","no rain","Walking","hock","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon dactylon","medium","6963","6971","2","","","","1","","","","","1","","","","0.004710448","GZ","2021","6","15","11","15","Impala","","","4","260994.2708","54901.66489","LB","LB","LB","3.23712839225875e-08","4.78893080751922e-08","0.328423172235489","0.623966416486452","768.438208514333","150","0.19520112136275","1250.70544431218","220","","","","","GZ55"
"6/16/21","1","DSCN7375","1","1004","0.461936139","36.83563783","PZ","0","full","no wind","no rain","Grazing","hock","brown","Cymbopogon pospischilii","Digitaria macroblefara","Heteropogon contortus","Pennisetum stramineum","light","6976","6992","8","1","","","3","1","","","","1","2","","","0.007404442","PZ","2021","6","16","10","4","Giraffe","","","4","259014.0746","51393.528","OG","OG","OG","3.36898266369866e-08","4.31334662752098e-08","0.296096086502075","0.580204778156997","3927.57264415368","200","0.0509220371258318","4589.52589533416","150","","","","","PZ56"
"6/16/21","1","DSCN7375","2","1036","0.474922977","36.84245038","GZ","0","part","light","no rain","Walking","hock","brown","Cenchrus ciliaris","Chloris roxburghiana","Eragrostis tenuifolia","Enteropogon macrostachyus","light","6992","7023","11","","","1","","","10","","","","","","","0.001674325","GZ","2021","6","16","10","36","Giraffe","","","4","259773.1037","52829.75476","OG","OG","OG","1.95143809587092e-05","1.96768346412772e-05","0.281387835741043","0.554525437478271","2315.10094751853","200","0.0863893214740222","2974.05193875374","150","","","","","GZ56"
"6/16/21","1","DSCN7375","3","1058","0.476837941","36.84171448","GZ","0","part","no wind","no rain","Resting","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","Cynodon plectostachyus","light","7024","7124","13","1","","1","4","1","5","","","1","","","","0.0026709","GZ","2021","6","16","10","58","","","","4","259691.2277","53041.5925","MB","MB","MB","1.52250728837441e-05","1.57620107795374e-05","0.319704204797745","0.720588235294118","2145.83314343888","200","0.0932038917431734","2807.96944099229","150","","","","","GZ57"
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","3","","3","","","","","","","","","","","0.001423404","GZ","2021","6","16","11","8","","","","4","259826.286","53328.83854","MB","MB","MB","5.43851518793404e-06","5.75961314004994e-06","0.319704204797745","0.720588235294118","1828.77924680508","200","0.109362570878576","2490.72337849285","150","","","","","GZ58"
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","13","","","","","","","","","","","","","0.001423404","PZ","2021","6","16","11","8","","","","4","259826.286","53328.83854","MB","MB","MB","5.43851518793404e-06","5.75961314004994e-06","0.319704204797745","0.720588235294118","1828.77924680508","200","0.109362570878576","2490.72337849285","150","","","","","PZ57"
"6/16/21","1","DSCN7376","2","1123","0.462980719","36.84841126","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Eragrostis racemosa","Cymbopogon pospischilii","light","7167","7170","2","1","","1","","","","","","","","","","0.003230413","PZ","2021","6","16","11","23","Impala","","","4","260436.4398","51508.63264","OG","OG","OG","1.00688330622808e-07","2.34108921311176e-07","0.320521324872971","0.453692702144957","3514.01501171002","200","0.0569149532183326","4126.11634932416","150","","","","","PZ58"
"6/16/21","1","DSCN7376","3","1133","0.450641962","36.84426864","GZ","0","part","no wind","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","light","7171","7176","1","1","","","","","","","","","","","","0.001002709","GZ","2021","6","16","11","33","","","","4","259974.7461","50144","OG","OG","OG","4.07014825387704e-08","4.07506738859104e-08","0.334729969501495","0.569550063371356","4907.87244246444","200","0.0407508553542537","5537.03140508515","150","","","","","GZ59"
"6/16/21","2","DSCN7378","1","1159","0.47823054","36.85956712","PZ","0","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon dactylon","Cynodon plectostachyus","Eragrostis tenuifolia","light","7177","7210","13","1","2","","5","","","","","","5","","","0.00319769","PZ","2021","6","16","11","59","","","","4","261679.1628","53195","OG","OG","LB","8.60306695539546e-07","9.26251137768831e-07","","","2164.43990787559","200","0.0924026577371194","2574.90529946546","150","","","","","PZ59"
"6/16/21","2","DSCN7378","2","1210","0.496944089","36.85408539","PZ","0","part","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","","light","7211","7216","4","","4","","","","","","","","","","","0.004784658","PZ","2021","6","16","12","10","","","","3","261069.4397","55265.05949","LB","LB","LB","1.99658213540171e-08","7.58586266695532e-08","0.32307693362236","0.611873254825786","439.320920973836","150","0.341436050137251","602.625043185409","200","","","","","PZ60"
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","8","","2","3","","2","1","","","","","","","0.002614663","GZ","2021","6","16","12","33","Elephant","","","4","259809.9961","56330.10151","LB","LB","LB","4.73792897043145e-08","5.93382114501521e-08","0.338635683059692","0.692740926157697","998.261538784726","150","0.150261223308867","1225.87740879483","150","","","","","GZ60"
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","21","","","","","","","","","","","","","0.002614663","PZ","2021","6","16","12","33","Elephant","","","4","259809.9961","56330.10151","LB","LB","LB","4.73792897043145e-08","5.93382114501521e-08","0.338635683059692","0.692740926157697","998.261538784726","150","0.150261223308867","1225.87740879483","150","","","","","PZ61"
"6/16/21","2","DSCN7379","3","1245","0.502497602","36.842789","GZ","0","part","no wind","no rain","Standing","hoof","brown","Cynodon plectostachyus","Cynodon dactylon","Eragrostis tenuifolia","Pennisetum stramineum","light","7268","7278","2","","","","","","","","","1","1","","","0.002450282","GZ","2021","6","16","12","45","","","","4","259811.7948","55879.73906","LB","LB","LB","4.90179083951715e-08","6.22536186012339e-08","0.353013515472412","0.728796343321483","867.089939977515","150","0.172992434906894","1029.85814466239","150","","","","","GZ61"
"6/16/21","2","DSCN7380","1","1257","0.494742247","36.84913502","PZ","0","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","Chloris virgata","light","7278","7310","13","","","","","","","","","","","","","0.000488901","PZ","2021","6","16","12","57","","","","4","260518.1394","55021.69778","LB","LB","LB","3.92956072599411e-08","4.60820439638718e-08","0.320483505725861","0.617447129909366","0","200","2e+12","662.948831284722","150","","","","","PZ62"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","PZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","16","2","","","6","2","","","2","2","2","","","0.001779694","PZ","2021","6","16","13","3","","","","4","260439.3315","54419.64052","MB","MB","MB","1.28458685640243e-06","1.30706423795229e-06","","","607.193238945492","200","0.329384431795232","1253.73916515293","150","","","","","PZ63"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","GZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","1","","","","","","1","","","","","","","0.001779694","GZ","2021","6","16","13","3","","","","4","260439.3315","54419.64052","MB","MB","MB","1.28458685640243e-06","1.30706423795229e-06","","","607.193238945492","200","0.329384431795232","1253.73916515293","150","","","","","GZ62"
"6/16/21","2","DSCN7381","1","1326","0.453489833","36.85927947","GZ","0","part","no wind","no rain","Resting","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","Enteropogon macrostachyus","medium","7358","7374","3","","","1","","2","","","","","","","","0.008448024","GZ","2021","6","16","13","26","","","","4","261646.2968","50458.5","MB","MB","MB","2.54512372411855e-06","2.8173386009383e-06","0.37427681684494","0.813975996902826","4700.58646325879","200","0.0425478823894117","5227.18420861865","150","","","","","GZ63"
"6/18/21","1","DSCN7109","1","1046","0.478802341","36.84667688","GZ","0","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","7564","7584","5","1","","1","","1","1","","","","1","","","0.002208407","GZ","2021","6","18","10","46","","","","3","260243.8606","53258.69778","MB","MB","MB","3.53060782781015e-05","3.65163747997239e-05","0.319704204797745","0.720588235294118","374.700462131087","300","0.800639524951978","959.116990821982","100","","","","","GZ68"
"6/18/21","1","DSCN7109","2","1054","0.478525048","36.84778555","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","medium","7585","7600","9","1","","","4","","","","2","2","","","","0.001951036","GZ","2021","6","18","10","54","","","","4","260367.3012","53227.98782","OG","OG","OG","3.42135718869445e-05","3.49597500382155e-05","0.32239818572998","0.607740697302484","482.134555553779","300","0.622232935897653","860.956986653843","100","","","","","GZ69"
"6/18/21","1","DSCN7110","1","1110","0.467659731","36.85018788","GZ","0","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","Chloris roxburghiana","medium","7601","7608","1","1","","","","","","","","","","","Looking sick and emaciated","0.000499807","GZ","2021","6","18","11","10","","","","4","260634.4259","52026.10969","OG","OG","OG","1.88325962495751e-06","2.19386448510354e-06","0.298458158969879","0.700620475698035","176.176701662902","240","1.36226866398646","531.998418999438","100","","","","","GZ70"
